player_name,team_abbr,position,overall,espn_id,rating_source,rating_year
Liam Delap,che,F,78.0,307114,fc,2026
Malo Gusto,che,D,79.0,308947,fc,2026
Marc Cucurella,che,D,84.0,259910,fc,2026
Marc Guiu,che,F,71.0,363038,fc,2026
Moisés Caicedo,che,M,87.0,289877,fc,2026
Pedro Neto,che,F,80.0,256115,fc,2026
Reece James,che,D,81.0,189007,fc,2026
Robert Sánchez,che,G,78.0,108662,fc,2026
Romeo Lavia,che,M,78.0,308217,fc,2026
Tosin Adarabioyo,che,D,78.0,231198,fc,2026
Trevoh Chalobah,che,D,79.0,227784,fc,2026
Wesley Fofana,che,D,79.0,270190,fc,2026
Andrew Gutman,chi,D,84.2,245068,fc,2026
André Franco,chi,M,76.0,321363,fc,2026
Anton Saletros,chi,M,78.0,193105,fc,2026
Chris Brady,chi,G,87.9,303693,fc,2026
Chris Mueller,chi,F,71.8,249943,fc,2026
Christopher Cupps,chi,D,81.6,382779,fc,2026
D'Avilla Dje Tah,chi,M,74.7,335605,fc,2026
David Poreba,chi,M,74.1,362678,fc,2026
Dean Boltz,chi,F,69.2,400475,fc,2026
Dylan Borso,chi,F,69.9,381210,fc,2026
Hugo Cuypers,chi,F,72.5,235511,fc,2026
Jack Elliott,chi,D,85.5,233813,fc,2026
Jack Sandmeyer,chi,D,80.9,396933,fc,2026
Jason Shokalook,chi,F,71.2,314665,fc,2026
Jeff Gal,chi,G,87.3,313969,fc,2026
Joel Waterman,chi,D,84.8,236890,fc,2026
Jonathan Bamba,chi,F,73.1,210538,fc,2026
Jonathan Dean,chi,D,82.9,293671,fc,2026
Josh Cohen,chi,G,88.6,254291,fc,2026
Leonardo Barroso,chi,D,80.3,399516,fc,2026
Maren Haile-Selassie,chi,M,76.7,259951,fc,2026
Mauricio Pineda,chi,D,86.1,160971,fc,2026
Mbekezeli Mbokazi,chi,D,79.6,400594,fc,2026
Philip Zinckernagel,chi,F,73.8,186466,fc,2026
Puso Dithejane,chi,F,70.5,365549,fc,2026
Robert Turdean,chi,M,73.4,399344,fc,2026
Robin Lod,chi,M,77.3,195992,fc,2026
Samual Rogers,chi,D,83.5,254300,fc,2026
Sergio Oregel,chi,M,75.4,330207,fc,2026
Viktor Radojevic,chi,D,82.2,355245,fc,2026
Ademar Chavez,cin,M,72.8,401364,fc,2026
Alvas Powell,cin,D,84.8,159296,fc,2026
Andrei Chirila,cin,D,80.3,399987,fc,2026
Ayoub Jabbari,cin,F,71.8,305664,fc,2026
Ayoub Lajhar,cin,D,79.6,419469,fc,2026
Bryan Dowd,cin,G,87.9,299187,fc,2026
Bryan Ramirez,cin,D,82.2,236049,fc,2026
Ender Echenique,cin,F,70.5,361138,fc,2026
Evan Louro,cin,G,88.6,242975,fc,2026
Evander,cin,M,78.0,86436,fc,2026
Fabian Mrozek,cin,G,86.6,330606,fc,2026
Gerardo Valenzuela,cin,M,74.7,362895,fc,2026
Gilberto Flores,cin,D,85.5,42583,fc,2026
Kenji Mboma Dem,cin,F,69.9,388854,fc,2026
Kristian Fletcher,cin,F,71.2,340690,fc,2026
Kyle Smith,cin,D,81.6,236641,fc,2026
Kévin Denkey,cin,F,72.5,251694,fc,2026
Matt Miazga,cin,D,84.2,187273,fc,2026
Miles Robinson,cin,D,80.9,249768,fc,2026
Nick Hagglund,cin,D,83.5,201354,fc,2026
Obinna Nwobodo,cin,M,76.7,275106,fc,2026
Pavel Bucha,cin,M,76.0,279180,fc,2026
Roman Celentano,cin,G,87.3,315972,fc,2026
Samuel Gidi,cin,M,74.1,363908,fc,2026
Stefan Chirila,cin,M,73.4,398300,fc,2026
Stiven Jimenez,cin,M,75.4,353751,fc,2026
Tah Anunga,cin,M,77.3,254292,fc,2026
Teenage Hadebe,cin,D,82.9,232755,fc,2026
Tom Barlow,cin,F,73.1,249926,fc,2026
Amar Sejdic,clb,M,77.3,231052,fc,2026
André Gomes,clb,M,78.0,175108,fc,2026
Andrés,clb,M,81.2,286389,fc,2026
Cesar Ruvalcaba,clb,D,80.3,392011,fc,2026
Chase Adams,clb,F,67.9,399994,fc,2026
Cole Mrowka,clb,M,70.8,381406,fc,2026
Diego Rossi,clb,M,76.7,235817,fc,2026
Dylan Chambost,clb,M,75.4,270189,fc,2026
Dániel Gazdag,clb,M,76.0,257844,fc,2026
Evan Bush,clb,G,88.6,171562,fc,2026
Hugo Picard,clb,M,72.1,351379,fc,2026
Jamal Thiaré,clb,F,70.5,197351,fc,2026
Johann Chirinos,clb,M,74.1,322632,fc,2026
Kevin Gbamblé,clb,F,67.3,403375,fc,2026
Luke Pruter,clb,G,86.6,290563,fc,2026
Malte Amundsen,clb,D,82.9,271075,fc,2026
Max Arfsten,clb,M,67.6,359542,fc,2026
Mohamed Farsi,clb,D,81.6,317021,fc,2026
Nariman Akhundzade,clb,F,69.2,346634,fc,2026
Nicholas Hagen,clb,G,87.9,224640,fc,2026
Owen Presthus,clb,D,80.9,391430,fc,2026
Patrick Schulte,clb,G,87.3,275080,fc,2026
Quinton Elliot,clb,M,72.8,349907,fc,2026
Rudy Camacho,clb,D,84.8,152660,fc,2026
Sean Zawadzki,clb,M,74.7,296221,fc,2026
Stanislav Lapkes,clb,G,86.0,382614,fc,2026
Steven Moreira,clb,D,84.2,180113,fc,2026
Sékou Tidiany Bangoura,clb,M,73.4,346869,fc,2026
Taha Habroune,clb,M,71.5,362812,fc,2026
Tristan Brown,clb,D,79.6,399918,fc,2026
Wessam Abou Ali,clb,F,69.9,270819,fc,2026
Yevhen Cheberko,clb,D,83.5,264469,fc,2026
Zach Zengue,clb,M,70.2,381750,fc,2026
Andrew Johnson,clt,D,82.2,400471,fc,2026
Andrew Privett,clt,D,82.9,319014,fc,2026
Archie Goodwin,clt,F,74.4,314343,fc,2026
Aron John,clt,M,75.4,381698,fc,2026
Ashley Westwood,clt,M,79.3,7567,fc,2026
Baye Coulibaly,clt,M,76.0,372070,fc,2026
Brandt Bronico,clt,M,78.0,246371,fc,2026
David Schnegg,clt,D,84.2,271242,fc,2026
Djibril Diani,clt,M,76.7,282755,fc,2026
Harry Toffolo,clt,D,84.8,172833,fc,2026
Henry Kessler,clt,D,83.5,294222,fc,2026
Idan Toklomati,clt,F,73.1,340698,fc,2026
Isaac Walker,clt,G,87.3,316838,fc,2026
Kerwin Vargas,clt,F,73.8,340596,fc,2026
Kristijan Kahlina,clt,G,87.9,221408,fc,2026
Liel Abada,clt,F,75.1,312976,fc,2026
Luca de la Torre,clt,M,78.6,225609,fc,2026
Morrison Agyemang,clt,D,80.9,419242,fc,2026
Nathan Byrne,clt,D,85.5,156506,fc,2026
Nimfasha Berchimas,clt,F,72.5,355456,fc,2026
Pep Biel,clt,M,77.3,268604,fc,2026
Rodolfo Aloko,clt,F,71.2,405394,fc,2026
Tim Ream,clt,D,86.1,146290,fc,2026
Tyger Smalls,clt,F,71.8,383890,fc,2026
Tyler Miller,clt,G,88.6,219661,fc,2026
Wilfried Zaha,clt,F,75.7,146324,fc,2026
Will Cleary,clt,D,81.6,419194,fc,2026
Adam Beaudry,col,G,87.3,360855,fc,2026
Alex Harris,col,F,73.1,179245,fc,2026
Alexis Castillo Manyoma,col,M,74.7,334205,fc,2026
Ali Fadal,col,M,74.1,377767,fc,2026
Bryce Jamison,col,F,70.5,350873,fc,2026
Connor Ronan,col,M,78.0,222453,fc,2026
Dante Sealy,col,F,71.2,307221,fc,2026
Darren Yapi,col,F,71.8,304623,fc,2026
Donavan Phillip,col,F,67.9,385082,fc,2026
Georgi Minoungou,col,F,69.9,362501,fc,2026
Hamzat Ojediran,col,M,76.0,298078,fc,2026
Ian Murphy,col,D,82.9,296216,fc,2026
Jabari De Coteau,col,D,79.6,420363,fc,2026
Jackson Travis,col,D,80.9,380895,fc,2026
Joshua Atencio,col,M,77.3,277851,fc,2026
Keegan Rosenberry,col,D,84.8,233045,fc,2026
Kimani Stewart-Baynes,col,F,69.2,380601,fc,2026
Kosi Thompson,col,D,82.2,319389,fc,2026
Lucas Herrington,col,D,80.3,392320,fc,2026
Mamadou Billo Diop,col,F,67.3,420362,fc,2026
Miguel Navarro,col,D,83.5,285613,fc,2026
Nathan Tchoumba,col,M,72.8,421802,fc,2026
Nico Hansen,col,G,87.9,293342,fc,2026
Noah Cobb,col,D,81.6,319441,fc,2026
Paxten Aaronson,col,M,75.4,304129,fc,2026
Rafael Navarro,col,F,72.5,288791,fc,2026
Reggie Cannon,col,D,84.2,251369,fc,2026
Rob Holding,col,D,85.5,218188,fc,2026
Sydney Wathuta,col,F,68.6,381753,fc,2026
Ted Ku-Dipietro,col,M,76.7,288873,fc,2026
Wayne Frederick,col,M,73.4,380600,fc,2026
Zack Steffen,col,G,88.6,219276,fc,2026
Zackory Campagnolo,col,G,86.6,376512,fc,2026
Anderson Julio,dal,F,71.2,199822,fc,2026
Bernard Kamungo,dal,F,68.6,318373,fc,2026
Brooks Thompson,dal,G,88.6,280766,fc,2026
Caleb Swann,dal,M,71.5,417400,fc,2026
Christian Cappis,dal,M,76.7,283864,fc,2026
Daniel Baran,dal,F,66.0,398754,fc,2026
Diego García,dal,M,74.7,324553,fc,2026
Enzo Newman,dal,D,80.9,400216,fc,2026
Eryk Dymora,dal,G,86.6,401844,fc,2026
Geovane Jesus,dal,D,82.9,314829,fc,2026
Herman Johansson,dal,M,75.4,312876,fc,2026
Jaidyn Contreras,dal,M,72.1,417398,fc,2026
Joaquín Valiente,dal,M,74.1,359922,fc,2026
Jonathan Sirois,dal,G,87.9,303555,fc,2026
Joshua Torquato,dal,D,79.6,405592,fc,2026
Kaick,dal,M,72.8,380441,fc,2026
Kaka Scabin,dal,D,79.0,417399,fc,2026
Lalas Abubakar,dal,D,84.2,251801,fc,2026
Logan Farrington,dal,F,67.3,348870,fc,2026
Louicius Deedson,dal,F,69.2,291608,fc,2026
Michael Collodi,dal,G,87.3,379566,fc,2026
Nicholas Simmonds,dal,F,66.6,365850,fc,2026
Nolan Norris,dal,D,82.2,356357,fc,2026
Osaze Urhoghide,dal,D,83.5,268731,fc,2026
Patrickson Delgado,dal,M,76.0,297142,fc,2026
Petar Musa,dal,F,70.5,277128,fc,2026
Ramiro,dal,M,77.3,157285,fc,2026
Ran Binyamin,dal,M,73.4,362657,fc,2026
Ricky Louis,dal,M,70.8,419187,fc,2026
Samuel Sarver,dal,F,67.9,348652,fc,2026
Santiago Moreno,dal,F,69.9,285201,fc,2026
Sebastien Ibeagha,dal,D,84.8,233460,fc,2026
Shaq Moore,dal,D,85.5,219275,fc,2026
Slade Starnes,dal,D,81.6,369029,fc,2026
Álvaro Augusto,dal,D,80.3,400247,fc,2026
Aaron Herrera,dc,D,83.5,256210,fc,2026
Alex Bono,dc,G,87.9,217514,fc,2026
Brandon Servania,dc,M,78.6,269158,fc,2026
Caden Clark,dc,M,77.3,302991,fc,2026
Conner Antley,dc,D,82.9,273974,fc,2026
Gabriel Pirani,dc,M,76.7,307475,fc,2026
Gabriel Segal,dc,F,74.4,289300,fc,2026
Gavin Turner,dc,M,74.7,336970,fc,2026
Grant Leveille,dc,G,86.6,410619,fc,2026
Hakim Karamoko,dc,F,72.5,360526,fc,2026
Hosei Kijima,dc,M,76.0,308772,fc,2026
Jackson Hopkins,dc,M,75.4,324048,fc,2026
Jacob Murrell,dc,F,71.8,380712,fc,2026
Jared Stroud,dc,M,78.0,271884,fc,2026
Jordan Farr,dc,G,87.3,271514,fc,2026
João Peglow,dc,F,73.8,297079,fc,2026
Keisuke Kurokawa,dc,D,82.2,288348,fc,2026
Kye Rowles,dc,D,84.8,228416,fc,2026
Louis Munteanu,dc,F,75.1,286999,fc,2026
Lucas Bartlett,dc,D,80.9,333699,fc,2026
Matti Peltola,dc,D,81.6,320300,fc,2026
Nikola Markovic,dc,D,80.3,418069,fc,2026
Oscar Avilez,dc,F,71.2,412984,fc,2026
Sean Johnson,dc,G,88.6,141316,fc,2026
Sean Nealis,dc,D,84.2,230822,fc,2026
Silvan Hefti,dc,D,85.5,227891,fc,2026
Tai Baribo,dc,F,73.1,313068,fc,2026
Alexander Meyer,dor,G,75.0,178380,fc,2026
Almugera Kabar,dor,D,64.0,372034,fc,2026
Carney Chukwuemeka,dor,M,76.0,294317,fc,2026
Daniel Svensson,dor,D,77.0,310709,fc,2026
Emre Can,dor,M,82.0,159142,fc,2026
Felix Nmecha,dor,M,82.0,281122,fc,2026
Filippo Mané,dor,D,62.0,387437,fc,2026
Fábio Silva,dor,F,79.0,291629,fc,2026
Gregor Kobel,dor,G,86.0,238544,fc,2026
Jobe Bellingham,dor,M,74.0,324820,fc,2026
Julian Brandt,dor,M,83.0,197628,fc,2026
Julian Ryerson,dor,D,79.0,222991,fc,2026
Karim Adeyemi,dor,F,81.0,274913,fc,2026
Marcel Sabitzer,dor,M,80.0,173907,fc,2026
Maximilian Beier,dor,F,79.0,290639,fc,2026
Nico Schlotterbeck,dor,D,85.0,286828,fc,2026
Niklas Süle,dor,D,81.0,186263,fc,2026
Patrick Drewes,dor,G,71.0,174521,fc,2026
Ramy Bensebaini,dor,D,79.0,220703,fc,2026
Salih Özcan,dor,M,75.0,225563,fc,2026
Serhou Guirassy,dor,F,87.0,186381,fc,2026
Silas Ostrzinski,dor,G,63.0,331297,fc,2026
Waldemar Anton,dor,D,82.0,220714,fc,2026
Yan Couto,dor,D,77.0,297084,fc,2026
Adam Boayar,elc,F,67.3,367682,fc,2026
Adrià Pedrosa,elc,D,84.2,277292,fc,2026
Albert Niculaesei,elc,D,79.6,395620,fc,2026
Aleix Febas,elc,M,76.0,240235,fc,2026
Alejandro Iturbe,elc,G,87.3,330433,fc,2026
Alex Herraiz,elc,M,72.1,418452,fc,2026
André Silva,elc,F,72.5,3368,fc,2026
Antonio Martínez,elc,M,71.2,409514,fc,2026
Bema Sina,elc,D,80.3,395235,fc,2026
Buba Sangaré,elc,D,80.9,371608,fc,2026
Daniel Ballesteros Fernández,elc,F,66.6,367962,fc,2026
David Affengruber,elc,D,82.9,313230,fc,2026
David Delgado,elc,D,82.2,337455,fc,2026
Federico Redondo,elc,M,74.1,318181,fc,2026
Germán Valera,elc,F,69.9,297358,fc,2026
Gonzalo Villar,elc,M,75.4,273424,fc,2026
Grady Diangana,elc,F,71.2,242739,fc,2026
Héctor Fort,elc,D,81.6,363039,fc,2026
Iñaki Peña,elc,G,87.9,282680,fc,2026
John Donald,elc,D,83.5,311996,fc,2026
Josan,elc,M,76.7,214330,fc,2026
José Antonio Morente,elc,F,70.5,259916,fc,2026
Juan Piera,elc,F,66.0,412171,fc,2026
Lucas Cepeda,elc,M,68.2,320648,fc,2026
Léo Pétrot,elc,D,85.5,231780,fc,2026
Marc Aguado,elc,M,74.7,301406,fc,2026
Martim Neto,elc,M,73.4,340677,fc,2026
Matías Dituro,elc,G,88.6,173749,fc,2026
Nico Salvador,elc,D,79.0,397494,fc,2026
Pablo Felipe,elc,D,78.3,420895,fc,2026
Pedro Bigas,elc,D,86.1,167297,fc,2026
Rafa Mir,elc,F,71.8,230974,fc,2026
Víctor Chust,elc,D,84.8,265995,fc,2026
Yago Alonso,elc,F,68.6,326234,fc,2026
Álex Sánchez,elc,F,65.3,417996,fc,2026
Álvaro Rodríguez,elc,F,67.9,353151,fc,2026
Adama Timera,esp,F,68.6,420443,fc,2026
Alex Almansa,esp,F,69.2,377793,fc,2026
Antoniu Roca,esp,F,70.5,368332,fc,2026
Carlos Romero,esp,D,84.8,271904,fc,2026
Charles Pickel,esp,M,78.0,235875,fc,2026
Clemens Riedel,esp,D,80.9,323737,fc,2026
Cyril Ngonge,esp,F,73.1,283741,fc,2026
Edu Expósito,esp,M,77.3,255272,fc,2026
Enrique García,esp,F,74.4,135422,fc,2026
Fernando Calero,esp,D,84.2,261199,fc,2026
Ferran Gomez,esp,M,74.1,414298,fc,2026
Javier Puado,esp,F,73.8,260243,fc,2026
Jofre Carreras,esp,F,71.8,307270,fc,2026
José Salinas,esp,D,84.8,184488,fc,2026
José Ángel López,esp,D,80.3,397289,fc,2026
Leandro Cabrera,esp,D,85.5,133259,fc,2026
Llorenç Serred,esp,G,86.6,381681,fc,2026
Lluc Castell,esp,F,69.9,371566,fc,2026
Marko Dmitrovic,esp,G,88.6,179211,fc,2026
Miguel Londoño,esp,M,74.7,389975,fc,2026
Miguel Rubio,esp,D,82.9,273291,fc,2026
Omar El Hilali,esp,D,82.2,310682,fc,2026
Pere Milla,esp,M,78.6,196914,fc,2026
Pol Lozano,esp,M,76.7,260242,fc,2026
Pol Tristan,esp,G,87.3,331757,fc,2026
Ramón Terrats,esp,M,75.4,309838,fc,2026
Roberto Fernández,esp,F,71.2,318773,fc,2026
Rubén Sánchez,esp,D,81.6,319781,fc,2026
Tyrhys Dolan,esp,F,72.5,306520,fc,2026
Urko Gonzalez,esp,M,76.0,307915,fc,2026
Ángel Fortuño,esp,G,87.9,307419,fc,2026
Alexis Claude-Maurice,fca,M,77.0,228503,fc,2026
Anton Kade,fca,M,70.0,333837,fc,2026
Chrislain Matsima,fca,D,77.0,297165,fc,2026
Cédric Zesiger,fca,D,76.0,245808,fc,2026
Daniel Klein,fca,G,61.0,321060,fc,2026
Dimitris Giannoulis,fca,D,76.0,223139,fc,2026
Elvis Rexhbecaj,fca,M,74.0,259055,fc,2026
Fabian Rieder,fca,M,74.0,308908,fc,2026
Finn Dahmen,fca,G,77.0,228507,fc,2026
Han-Noah Massengo,fca,M,72.0,282885,fc,2026
Ismaël Gharbi,fca,F,73.0,317473,fc,2026
Jeffrey Gouweleeuw,fca,D,77.0,140624,fc,2026
Keven Schlotterbeck,fca,D,76.0,274893,fc,2026
Kristijan Jakic,fca,M,76.0,238929,fc,2026
Mads Pedersen,fca,D,72.0,162386,fc,2026
Mahmut Kücüksahin,fca,M,60.0,384502,fc,2026
Marius Wolf,fca,M,75.0,207623,fc,2026
Mert Kömür,fca,M,68.0,359207,fc,2026
Nediljko Labrovic,fca,G,73.0,322693,fc,2026
Noahkai Banks,fca,D,66.0,376514,fc,2026
Oliver Sorg,fca,D,58.0,170193,fc,2026
Robin Fellhauer,fca,D,73.0,306928,fc,2026
Alex Král,fcu,M,74.0,257085,fc,2026
Aljoscha Kemlein,fcu,M,70.0,349922,fc,2026
Andrej Ilic,fcu,F,72.0,341441,fc,2026
Andrik Markgraf,fcu,D,63.0,406371,fc,2026
András Schäfer,fcu,M,74.0,284702,fc,2026
Carl Klaus,fcu,G,67.0,221460,fc,2026
Christopher Trimmel,fcu,D,75.0,146485,fc,2026
Danilho Doekhi,fcu,D,78.0,233622,fc,2026
David Preu,fcu,F,62.0,386438,fc,2026
Derrick Köhn,fcu,D,75.0,263202,fc,2026
Diogo Leite,fcu,D,78.0,258910,fc,2026
Dmytro Bohdanov,fcu,F,58.0,386460,fc,2026
Frederik Ronnow,fcu,G,80.0,165424,fc,2026
Ilyas Ansah,fcu,F,69.0,366363,fc,2026
Janik Haberer,fcu,M,74.0,170604,fc,2026
Jeong Woo-Yeong,fcu,M,73.0,276323,fc,2026
Josip Juranovic,fcu,D,75.0,222567,fc,2026
Leopold Querfeld,fcu,D,75.0,330455,fc,2026
Livan Burcu,fcu,F,70.0,366823,fc,2026
Matheo Raab,fcu,G,70.0,238706,fc,2026
Oliver Burke,fcu,F,73.0,212478,fc,2026
Rani Khedira,fcu,M,75.0,159152,fc,2026
Robert Skov,fcu,M,74.0,218596,fc,2026
Stanley N'Soki,fcu,D,72.0,268808,fc,2026
Tim Skarke,fcu,M,73.0,220796,fc,2026
Tom Rothe,fcu,D,74.0,324269,fc,2026
Alex Iwobi,ful,M,80.0,175063,fc,2026
Antonee Robinson,ful,D,82.0,222396,fc,2026
Benjamin Lecomte,ful,G,74.0,149517,fc,2026
Bernd Leno,ful,G,80.0,153765,fc,2026
Calvin Bassey,ful,D,78.0,263110,fc,2026
Emile Smith Rowe,ful,M,77.0,266697,fc,2026
Harrison Reed,ful,M,72.0,193246,fc,2026
Harry Wilson,ful,F,76.0,194801,fc,2026
Issa Diop,ful,D,76.0,230963,fc,2026
Joachim Andersen,ful,D,78.0,196081,fc,2026
Jonah Kusi-Asare,ful,F,60.0,369363,fc,2026
Jorge Cuenca,ful,D,74.0,252031,fc,2026
Josh King,ful,M,68.0,409541,fc,2026
Kenny Tete,ful,D,77.0,190974,fc,2026
Kevin,ful,M,76.0,330764,fc,2026
Rodrigo Muniz,ful,F,75.0,301525,fc,2026
Ryan Sessegnon,ful,M,75.0,241328,fc,2026
Sander Berge,ful,M,79.0,218998,fc,2026
Sasa Lukic,ful,M,78.0,222300,fc,2026
Timothy Castagne,ful,D,76.0,197163,fc,2026
Tom Cairney,ful,M,74.0,140033,fc,2026
Abdülkerim Bardakçi,gal,D,80.0,193149,fc,2026
Ahmed Kutucu,gal,F,69.0,266562,fc,2026
Arda Ünyay,gal,D,64.0,357512,fc,2026
Baris Alper Yilmaz,gal,F,80.0,322538,fc,2026
Batuhan Ahmet Sen,gal,G,64.0,251702,fc,2026
Davinson Sánchez,gal,D,82.0,197105,fc,2026
Eren Elmali,gal,D,75.0,287678,fc,2026
Gabriel Sara,gal,M,80.0,268478,fc,2026
Gökdeniz Gürpüz,gal,M,60.0,372817,fc,2026
Günay Güvenc,gal,G,75.0,217267,fc,2026
Ilkay Gündogan,gal,M,83.0,131424,fc,2026
Ismail Jakobs,gal,D,75.0,268796,fc,2026
Kaan Ayhan,gal,D,76.0,159146,fc,2026
Leroy Sané,gal,F,82.0,202641,fc,2026
Lucas Torreira,gal,M,83.0,212973,fc,2026
Mario Lemina,gal,M,79.0,181729,fc,2026
Mauro Icardi,gal,F,81.0,167411,fc,2026
Metehan Baltaci,gal,D,66.0,345237,fc,2026
Roland Sallai,gal,F,78.0,219444,fc,2026
Ugurcan Çakir,gal,G,80.0,222922,fc,2026
Victor Osimhen,gal,F,87.0,228296,fc,2026
Wilfried Singo,gal,D,80.0,286569,fc,2026
Yunus Akgün,gal,F,78.0,266575,fc,2026
Abdel Abqar,get,D,82.2,277876,fc,2026
Abu Kamara,get,F,67.9,275674,fc,2026
Adrián Liso,get,F,64.7,381682,fc,2026
Adrián Riquelme,get,M,72.1,417541,fc,2026
Alberto Risco,get,M,70.2,383912,fc,2026
Alejandro Mestanza,get,M,69.5,416642,fc,2026
Allan Nyom,get,D,84.8,136945,fc,2026
Borja Mayoral,get,F,68.6,218793,fc,2026
Damián,get,M,72.1,312005,fc,2026
David Soria,get,G,88.6,196339,fc,2026
Davinchi,get,D,77.7,406832,fc,2026
Diego Ferrer,get,G,86.6,388898,fc,2026
Diego Rico,get,D,83.5,193943,fc,2026
Djené,get,D,84.2,181355,fc,2026
Domingos Duarte,get,D,82.9,219234,fc,2026
Hugo Solozabal,get,M,71.5,353815,fc,2026
Ismael Bekhoucha,get,D,78.3,398720,fc,2026
Javi Muñoz,get,M,74.1,214275,fc,2026
Jirí Letácek,get,G,87.9,344245,fc,2026
Jorge Benito,get,G,87.3,367961,fc,2026
Jorge Montes,get,D,77.0,415194,fc,2026
Joselu Pérez,get,F,65.3,376208,fc,2026
Juan Iglesias,get,D,81.6,279738,fc,2026
Juanmi,get,F,69.2,143643,fc,2026
Kiko Femenía,get,D,85.5,125749,fc,2026
Lucas Laso,get,D,79.6,324947,fc,2026
Luis Milla,get,M,72.8,264211,fc,2026
Luis Vázquez,get,F,66.6,285032,fc,2026
Marc Vilaplana,get,D,80.3,312919,fc,2026
Mario Martín,get,M,70.8,357147,fc,2026
Martín Satriano,get,F,67.3,284854,fc,2026
Mauro Arambarri,get,M,74.7,199775,fc,2026
Mykyta Aleksandrov,get,F,63.4,411279,fc,2026
Sebastián Boselli,get,D,79.0,359826,fc,2026
Tito,get,D,76.4,415284,fc,2026
Veljko Birmancevic,get,M,73.4,238991,fc,2026
Yassin Tallal,get,F,64.0,384057,fc,2026
Zaid Romero,get,D,80.9,300111,fc,2026
Álex Sancris,get,F,66.0,354342,fc,2026
Abel Ruiz,gir,F,69.2,261613,fc,2026
Alejandro Francés,gir,D,81.6,297825,fc,2026
Aleksandar Andreev,gir,G,85.3,395769,fc,2026
Antonio Salguero,gir,D,77.7,413599,fc,2026
Arnau Martínez,gir,D,71.2,308728,fc,2026
Axel Witsel,gir,M,81.2,164895,fc,2026
Azzedine Ounahi,gir,M,74.1,291552,fc,2026
Bryan Gil,gir,F,68.6,284429,fc,2026
Claudio Echeverri,gir,M,71.5,361355,fc,2026
Cristhian Stuani,gir,F,71.2,113737,fc,2026
Daley Blind,gir,D,83.5,126489,fc,2026
David López,gir,D,82.9,160740,fc,2026
Donny van de Beek,gir,M,75.4,215717,fc,2026
Fran Beltrán,gir,M,74.7,242383,fc,2026
Gibert Jordana,gir,D,78.3,409290,fc,2026
Hugo Rincón,gir,D,79.6,362572,fc,2026
Iván Martín,gir,M,72.8,330545,fc,2026
Javier Sarasa,gir,F,66.0,411877,fc,2026
Joel Roca,gir,M,72.1,333232,fc,2026
Juan Arango,gir,F,67.3,372151,fc,2026
Juan Carlos,gir,G,87.9,152130,fc,2026
Lancinet Kourouma,gir,M,70.8,384393,fc,2026
Marc-André ter Stegen,gir,G,88.6,140740,fc,2026
Papa Dame Ba,gir,F,66.6,395234,fc,2026
Paulo Gazzaniga,gir,G,87.3,164469,fc,2026
Pol Arnau,gir,D,79.0,395591,fc,2026
Portu,gir,F,70.5,152166,fc,2026
Ricard Artero,gir,M,73.4,325019,fc,2026
Rubén Blanco,gir,G,86.6,167069,fc,2026
Thomas Lemar,gir,M,76.0,190291,fc,2026
Viktor Tsygankov,gir,F,69.9,212231,fc,2026
Vitor Reis,gir,D,80.3,361434,fc,2026
Vladyslav Krapyvtsov,gir,G,86.0,367976,fc,2026
Vladyslav Vanat,gir,F,67.9,314176,fc,2026
Álex Moreno,gir,D,84.2,30377,fc,2026
Abdoulaye Touré,hac,M,75.0,185685,fc,2026
Arouna Sangante,hac,D,73.0,304213,fc,2026
Ayumu Seko,hac,D,68.0,258270,fc,2026
Daren Mosengo,hac,M,60.0,388878,fc,2026
Etienne Youte Kinkoue,hac,D,72.0,297168,fc,2026
Fodé Doucouré,hac,D,68.0,306548,fc,2026
Félix Mambimbi,hac,F,66.0,285975,fc,2026
Gautier Lloris,hac,D,74.0,180174,fc,2026
Godson Kyeremeh,hac,F,66.0,285840,fc,2026
Guy Zohouri,hac,M,59.0,388879,fc,2026
Issa Soumaré,hac,F,72.0,297743,fc,2026
Lionel Mpasi,hac,G,67.0,211669,fc,2026
Loïc Négo,hac,D,72.0,138564,fc,2026
Mory Diaw,hac,G,70.0,197631,fc,2026
Paul Argney,hac,G,60.0,371498,fc,2026
Rassoul Ndiaye,hac,M,70.0,291982,fc,2026
Simon Ebonog,hac,M,64.0,346519,fc,2026
Yanis Zouaoui,hac,D,69.0,386384,fc,2026
Yassine Kechta,hac,M,73.0,319290,fc,2026
Adam Kölle,hdh,D,59.0,407288,fc,2026
Adrian Beck,hdh,M,73.0,277999,fc,2026
Arijon Ibrahimovic,hdh,M,61.0,333400,fc,2026
Benedikt Gimber,hdh,D,71.0,220716,fc,2026
Budu Zivzivadze,hdh,F,72.0,237727,fc,2026
Diant Ramaj,hdh,G,73.0,287713,fc,2026
Frank Feller,hdh,G,68.0,334262,fc,2026
Jan Schöppner,hdh,M,74.0,291798,fc,2026
Jonas Föhrenbach,hdh,D,71.0,220815,fc,2026
Julian Niehues,hdh,M,69.0,322555,fc,2026
Leart Paqarada,hdh,D,72.0,205972,fc,2026
Luca Kerber,hdh,M,70.0,364791,fc,2026
Marnon Busch,hdh,D,72.0,208176,fc,2026
Marvin Pieringer,hdh,F,75.0,312389,fc,2026
Mathias Honsak,hdh,F,74.0,234457,fc,2026
Mikkel Kaufmann,hdh,F,68.0,277107,fc,2026
