gsis_id,player,bucket,mu,sigma,snaps,cons,rating_0_100,active_2025,tier
00-0025555,Corey Graham,DB,25.401,4.223,2202,12.733,6.8,0,D
00-0033079,Ricardo Louis,WR,25.123,4.673,841,11.103,6.8,0,D
00-0030530,T.J. McDonald,DB,25.506,4.26,2388,12.725,6.8,0,D
00-0033938,Kendell Beckwith,LB,25.5,4.598,789,11.705,6.8,0,D
00-0033552,Brendan Langley,WR,25.106,6.267,100,6.307,6.8,0,D
00-0034588,Trent Harris,LB,24.587,4.292,348,11.711,6.8,0,D
00-0036131,Solomon Kindley,OL,25.594,3.763,820,14.305,6.8,0,D
00-0036283,Kenny Robinson,DB,25.226,4.623,174,11.359,6.8,0,D
00-0035423,Daniel Wise,DL,25.323,4.345,219,12.286,6.8,0,D
00-0027081,Glover Quin,DB,25.539,4.282,2800,12.694,6.7,0,D
00-0030770,Brock Coyle,LB,25.494,4.604,798,11.682,6.7,0,D
00-0029068,Derrick Coleman,RB,24.934,4.913,299,10.195,6.7,0,D
00-0032839,Hunter Sharp,WR,25.316,6.452,98,5.959,6.7,0,D
00-0036636,Brenden Jaimes,OL,24.885,3.528,275,14.303,6.7,1,D
00-0032410,Rashard Robinson,DB,25.194,4.173,1250,12.675,6.6,0,D
00-0031393,Maurice Alexander,LB,25.361,4.566,1129,11.661,6.6,0,D
00-0029529,Coty Sensabaugh,DB,25.371,4.231,1312,12.678,6.6,0,D
00-0027684,Earl Mitchell,DL,25.475,4.411,1277,12.243,6.6,0,D
00-0028445,Ron Parker,DB,25.472,4.266,3112,12.674,6.6,0,D
00-0031814,Matt Longacre,LB,25.388,4.576,771,11.661,6.6,0,D
00-0029821,Emmett Cleary,OL,25.261,6.032,130,7.166,6.6,0,D
00-0033786,Ryan Glasgow,DL,25.818,4.521,620,12.255,6.6,0,D
00-0031512,Jermaine Whitehead,DB,25.282,4.198,794,12.688,6.6,0,D
00-0034164,Trenton Cannon,RB,25.147,4.993,230,10.167,6.6,0,D
00-0033791,Brandon Wilson,DB,25.74,4.349,362,12.694,6.6,0,D
00-0033435,Breon Borders,DB,24.875,4.063,498,12.687,6.6,0,D
00-0033215,Cyril Grayson,WR,25.407,4.788,169,11.043,6.6,0,D
00-0027245,Vincent Rey,LB,25.268,4.544,1283,11.634,6.5,0,D
00-0030521,Justin Hunter,WR,25.204,4.727,463,11.023,6.5,0,D
00-0026283,Orlando Scandrick,DB,25.597,4.311,2096,12.665,6.5,0,D
00-0030091,Tavarres King,WR,25.249,4.742,475,11.023,6.5,0,D
00-0025402,Lawrence Timmons,LB,25.313,4.562,1818,11.626,6.5,0,D
00-0031821,Darrell Williams,OL,25.229,6.867,111,4.628,6.5,0,D
00-0034841,Brandon Bryant,DB,24.698,4.013,1552,12.658,6.5,0,D
00-0035148,Darwin Thompson,RB,25.009,4.954,189,10.147,6.5,0,D
00-0034394,Andrew Brown,DL,24.728,4.168,362,12.226,6.5,0,D
00-0036096,J.J. Taylor,RB,25.02,5.149,142,9.574,6.5,0,D
00-0036270,Kamal Martin,LB,26.406,4.924,204,11.634,6.5,0,D
00-0026307,Erik Walden,LB,25.308,4.57,1314,11.599,6.4,0,D
00-0029600,Andre Branch,DL,25.341,4.377,1724,12.209,6.4,0,D
00-0028987,Phillip Supernaw,TE,25.023,4.976,465,10.094,6.4,0,D
00-0032110,Kyle Emanuel,LB,25.397,4.595,1042,11.612,6.4,0,D
00-0033944,Ben Gedeon,LB,25.369,4.585,647,11.615,6.4,0,D
00-0033661,Lewis Neal,DL,25.512,5.994,130,7.529,6.4,0,D
00-0033953,Jordan Leggett,TE,25.033,4.98,303,10.092,6.4,0,D
00-0031319,Diontae Spencer,WR,25.607,4.869,178,10.999,6.4,0,D
00-0035822,Doug Costin,DL,25.018,4.266,438,12.22,6.4,0,D
00-0024227,Haloti Ngata,DL,25.393,4.401,1066,12.189,6.3,0,D
00-0022084,Anquan Boldin,WR,25.356,4.788,826,10.993,6.3,0,D
00-0033059,T.J. Green,DB,25.419,4.263,933,12.629,6.3,0,D
00-0029795,Benny Cunningham,RB,25.282,5.062,366,10.097,6.3,0,D
00-0029253,Mitchell Schwartz,OL,25.501,3.757,4641,14.231,6.3,0,D
00-0030322,Josh Johnson,DB,25.316,6.156,123,6.848,6.3,0,D
00-0032429,Jerell Adams,TE,25.183,5.039,347,10.068,6.3,0,D
00-0032916,Trevor Williams,DB,25.436,4.273,1742,12.619,6.3,0,D
00-0030117,Kerwynn Williams,RB,25.295,5.067,276,10.094,6.3,0,D
00-0031089,Beau Allen,DL,25.178,4.338,1393,12.165,6.2,0,D
00-0029878,MarQueis Gray,TE,25.234,5.058,374,10.06,6.2,0,D
00-0026832,Jonathan Casillas,LB,25.221,4.556,1243,11.555,6.2,0,D
00-0034659,Sharif Finch,LB,25.41,4.614,379,11.568,6.2,0,D
00-0034116,J.T. Gray,DB,24.434,4.837,155,9.923,6.2,0,D
00-0036399,Netane Muti,OL,25.843,3.876,440,14.213,6.2,0,D
00-0040382,Josh Fryar,OL,23.886,3.228,277,14.203,6.2,1,D
00-0022927,Karlos Dansby,LB,25.228,4.561,1604,11.546,6.1,0,D
00-0027044,Michael Johnson,DL,25.275,4.374,1874,12.155,6.1,0,D
00-0027894,NaVorro Bowman,LB,25.332,4.594,1163,11.549,6.1,0,D
00-0024183,Brent Grimes,DB,25.394,4.271,2481,12.582,6.1,0,D
00-0030069,Damontre Moore,DL,25.139,4.331,428,12.145,6.1,0,D
00-0029634,James Hanna,TE,25.25,5.072,266,10.035,6.1,0,D
00-0032438,Maurice Canady,DB,25.618,4.345,743,12.583,6.1,0,D
00-0036316,Chris Claybrooks,DB,24.698,4.04,595,12.577,6.1,0,D
00-0036663,Matt Farniok,OL,25.123,4.393,194,11.946,6.1,0,D
00-0040159,Lathan Ransom,DB,19.698,2.372,337,12.582,6.1,1,D
00-0027988,Marcus Gilchrist,DB,25.398,4.279,2427,12.562,6.0,0,D
00-0031578,Jake Ryan,LB,25.376,4.617,1137,11.526,6.0,0,D
00-0029640,Brian Quick,WR,25.21,4.768,809,10.906,6.0,0,D
00-0026964,Clinton McDonald,DL,25.274,4.383,1400,12.125,6.0,0,D
00-0029146,J.R. Sweezy,OL,25.389,3.742,3338,14.165,6.0,0,D
00-0036296,Jabari Zuniga,DL,25.358,4.754,179,11.096,6.0,0,D
00-0036457,Ty'Son Williams,RB,24.009,4.658,151,10.035,6.0,0,D
00-0029679,Brandon Brooks,OL,25.602,3.814,4317,14.16,5.9,0,D
00-0031514,Quan Bray,WR,25.014,6.948,89,4.171,5.9,0,D
00-0032881,Tommylee Lewis,WR,25.377,4.831,270,10.883,5.9,0,D
00-0030541,Blidi Wreh-Wilson,DB,25.159,4.21,643,12.53,5.9,0,D
00-0033973,Elijah Lee,LB,24.968,4.492,579,11.493,5.9,0,D
00-0034867,Malik Turner,WR,23.064,4.056,404,10.896,5.9,1,D
00-0031621,Jake Rodgers,OL,25.635,5.368,157,9.531,5.9,0,D
00-0040398,Brady Cook,QB,19.031,3.638,289,8.117,5.9,1,D
00-0027416,Barry Church,DB,25.387,4.292,2454,12.511,5.8,0,D
00-0027986,Stefen Wisniewski,OL,25.547,3.806,2713,14.128,5.8,0,D
00-0034248,Elijah Campbell,DB,23.851,3.779,305,12.515,5.8,1,D
00-0036577,Jack Anderson,OL,26.502,4.518,217,12.949,5.8,0,D
00-0037822,Brian Asamoah II,LB,24.908,4.785,183,10.552,5.8,0,D
00-0031997,David Irving,DL,25.595,4.505,929,12.08,5.7,0,D
00-0030526,EJ Manuel,QB,25.298,5.744,150,8.067,5.7,0,D
00-0030251,Wes Horton,DL,25.249,4.392,1234,12.073,5.7,0,D
00-0033746,Alex Barrett,DL,24.378,4.841,160,9.853,5.7,0,D
00-0034929,Quinn Bailey,OL,25.788,3.892,252,14.111,5.7,0,D
00-0035910,T.J. Smith,DL,23.1,5.366,127,7.0,5.7,0,D
00-0028041,Sam Acho,LB,25.264,4.611,1113,11.43,5.6,0,D
00-0032060,Eli Harold,LB,25.269,4.613,1223,11.43,5.6,0,D
00-0026814,Demar Dotson,OL,25.354,3.754,3909,14.093,5.6,0,D
00-0027135,Brandon Myers,TE,25.256,5.117,363,9.905,5.6,0,D
00-0033560,Julie'n Davenport,OL,25.128,3.678,2053,14.094,5.6,0,D
00-0035330,Anthony Pittman,LB,23.627,4.824,163,9.154,5.6,0,D
00-0038627,Antoine Green,WR,23.26,5.889,98,5.592,5.6,0,D
00-0027539,Anthony Levine,DB,25.381,4.312,850,12.444,5.5,0,D
00-0024030,Tom Johnson,DL,25.368,4.448,1562,12.024,5.5,0,D
00-0024306,Frostee Rucker,DL,25.224,4.399,1369,12.028,5.5,0,D
00-0027265,Victor Cruz,WR,25.206,4.804,767,10.795,5.5,0,D
00-0027442,Frank Zombo,LB,25.245,4.612,1107,11.409,5.5,0,D
00-0034653,Deontay Burnett,WR,25.1,4.766,206,10.803,5.5,0,D
00-0034179,Raven Greene,DB,25.687,4.412,417,12.452,5.5,0,D
00-0034586,John Atkins,DL,25.317,4.425,418,12.042,5.5,0,D
00-0035418,Brandon Knight,OL,25.618,3.844,852,14.086,5.5,0,D
00-0034142,J.C. Hassenauer,OL,24.833,3.584,653,14.082,5.5,0,D
00-0024495,Ahmad Brooks,LB,25.372,4.666,1193,11.374,5.4,0,D
00-0030050,Ray-Ray Armstrong,LB,25.307,4.644,708,11.375,5.4,0,D
00-0026950,A.Q. Shipley,OL,25.648,3.862,3249,14.063,5.4,0,D
00-0029545,Keenan Robinson,LB,25.29,4.637,1069,11.38,5.4,0,D
00-0028090,T.J. Yates,QB,25.297,5.77,192,7.987,5.4,0,D
00-0034406,Deon Cain,WR,24.616,4.608,284,10.792,5.4,0,D
00-0034729,Jamarco Jones,OL,25.19,3.71,710,14.059,5.4,0,D
00-0036297,Darrynton Evans,RB,23.652,4.589,176,9.885,5.4,0,D
00-0036402,Carter Coughlin,LB,25.364,4.657,230,11.392,5.4,0,D
00-0027859,Russell Okung,OL,25.453,3.804,3460,14.041,5.3,0,D
00-0032875,Ken Crawley,DB,25.386,4.327,1920,12.405,5.3,0,D
00-0033408,Bryan Cox,DL,25.166,4.393,543,11.989,5.3,0,D
00-0034430,Andre Smith,LB,24.318,4.335,199,11.314,5.3,0,D
00-0034736,Steven Parker,DB,25.67,4.421,408,12.407,5.3,0,D
00-0035181,Darrius Shepherd,WR,25.375,4.872,179,10.76,5.3,0,D
00-0025421,Paul Posluszny,LB,25.227,4.631,1476,11.335,5.2,0,D
00-0031193,Dan McCullers,DL,25.323,4.447,511,11.981,5.2,0,D
00-0032577,D.J. Foster,RB,24.886,5.013,169,9.846,5.2,0,D
00-0033065,Le'Raven Clark,OL,25.262,3.745,1175,14.028,5.2,0,D
00-0031914,Olsen Pierre,DL,25.261,4.43,728,11.97,5.2,0,D
00-0033859,Josh Malone,WR,25.109,4.788,387,10.745,5.2,0,D
00-0027963,James Carpenter,OL,25.147,3.709,3971,14.02,5.1,0,D
00-0030864,Anthony Johnson,DL,25.48,6.456,121,6.113,5.1,0,D
00-0028006,Kelvin Sheppard,LB,25.264,4.652,809,11.308,5.1,0,D
00-0031259,Aaron Colvin,DB,25.118,4.247,1582,12.377,5.1,0,D
00-0035906,Jessie Lemonier,LB,25.252,4.7,197,11.153,5.1,0,D
00-0032407,Alex Lewis,OL,25.452,3.817,2386,14.002,5.0,0,D
00-0026672,Ramon Humber,LB,25.415,4.706,712,11.297,5.0,0,D
00-0032628,Kentrell Brice,DB,25.45,4.371,1197,12.338,5.0,0,D
00-0028101,Daniel Kilgore,OL,25.672,3.895,3026,13.985,5.0,0,D
00-0030986,Ethan Westbrooks,DL,25.509,4.524,1070,11.936,5.0,0,D
00-0032428,Tyrone Holmes,LB,25.082,5.951,143,7.229,5.0,0,D
00-0032784,Kevin Hogan,QB,25.104,5.749,182,7.858,5.0,0,D
00-0034167,Devante Downs,LB,25.264,4.659,220,11.289,5.0,0,D
00-0032789,Devante Bond,LB,25.524,4.75,382,11.276,4.9,0,D
00-0032549,Alex Redmond,OL,25.471,3.833,1575,13.972,4.9,0,D
00-0031085,Jay Prosch,RB,24.987,5.08,325,9.747,4.8,0,D
00-0030432,Christine Michael,RB,25.166,5.137,407,9.754,4.8,0,D
00-0029205,Travaris Cadet,RB,25.349,5.203,364,9.741,4.8,0,D
00-0020712,James Harrison,LB,25.15,4.631,902,11.256,4.8,0,D
00-0027858,Eric Berry,DB,25.436,4.374,1331,12.313,4.8,0,D
00-0032517,Briean Boddy-Calhoun,DB,25.14,4.279,1731,12.302,4.8,0,D
00-0032435,Anthony Zettel,DL,25.137,4.416,1200,11.889,4.8,0,D
00-0033054,Rico Gathers,TE,25.416,5.235,148,9.711,4.8,0,D
00-0035365,Tae Hayes,DB,26.918,4.868,204,12.314,4.8,0,D
00-0035908,Gabe Nabers,RB,24.673,4.973,152,9.755,4.8,0,D
00-0039234,T.J. Tampa,DB,23.092,4.711,148,8.958,4.8,1,D
00-0026944,Captain Munnerlyn,DB,25.336,4.348,1592,12.292,4.7,0,D
00-0028003,Terrell McClain,DL,25.098,4.405,1204,11.882,4.7,0,D
00-0028114,Dwayne Harris,WR,25.523,5.805,120,8.109,4.7,0,D
00-0031765,Nick Easton,OL,25.321,3.795,2009,13.935,4.7,0,D
00-0031943,Ramik Wilson,LB,25.304,4.695,841,11.22,4.7,0,D
00-0034500,Tae Davis,LB,25.201,4.662,401,11.216,4.7,0,D
00-0033861,Mike Tyson,DB,24.926,5.64,138,8.007,4.7,0,D
00-0038985,Keondre Coburn,DL,23.863,3.996,223,11.875,4.7,0,D
00-0040721,Alfred Collins,DL,18.436,2.19,523,11.865,4.7,1,D
00-0030515,Stacy McGee,DL,25.225,4.457,879,11.855,4.6,0,D
00-0030286,Tourek Williams,LB,25.107,6.285,135,6.252,4.6,0,D
00-0033734,Jomal Wiltz,DB,25.08,4.272,697,12.265,4.6,0,D
00-0038592,Colby Sorsdal,OL,24.22,3.656,231,13.252,4.6,0,D
00-0037294,Jordan Jackson,DL,20.876,3.01,370,11.846,4.6,1,D
00-0039648,David Martin-Robinson,TE,21.417,3.919,165,9.661,4.6,1,D
00-0030776,Kerry Wynn,DL,25.37,4.511,717,11.837,4.5,0,D
00-0031574,Gabe Wright,DL,25.145,6.372,122,6.03,4.5,0,D
00-0032115,Kaelin Clay,WR,25.139,4.85,278,10.59,4.5,0,D
00-0033446,Jordan Simmons,OL,25.312,3.804,806,13.901,4.5,0,D
00-0034930,Trinity Benson,WR,23.87,4.426,278,10.592,4.5,0,D
00-0020337,Steve Smith,WR,25.207,4.886,677,10.549,4.4,0,D
00-0025408,Reggie Nelson,DB,25.403,4.397,2352,12.212,4.4,0,D
00-0032171,Hayes Pullard,LB,25.336,4.729,580,11.15,4.4,0,D
00-0027282,Ben Garland,OL,25.468,3.858,1610,13.895,4.4,0,D
00-0032508,Hakeem Valles,TE,25.494,6.293,94,6.615,4.4,0,D
00-0032707,Andy Jones,WR,25.194,4.879,245,10.558,4.4,0,D
00-0036917,Zech McPhearson,DB,26.243,4.676,280,12.214,4.4,0,D
00-0031087,Andre Hal,DB,25.512,4.44,2045,12.192,4.3,0,D
00-0027968,Muhammad Wilkerson,DL,25.235,4.478,1556,11.8,4.3,0,D
00-0025753,James Ihedigbo,DB,25.163,5.791,137,7.791,4.3,0,D
00-0033946,David Sharpe,OL,25.721,3.953,627,13.863,4.3,0,D
00-0028027,Shareece Wright,DB,25.347,4.392,1557,12.172,4.2,0,D
00-0030507,Bennie Logan,DL,25.336,4.522,1221,11.769,4.2,0,D
00-0028409,DuJuan Harris,RB,25.121,5.979,122,7.182,4.2,0,D
00-0033564,Jake Butt,TE,24.306,4.915,194,9.56,4.2,0,D
00-0036110,Ja'Marcus Bradley,WR,24.469,4.651,152,10.517,4.2,0,D
00-0040363,Keleki Latu,TE,19.395,5.233,78,3.697,4.2,1,D
00-0026502,Ricky Jean Francois,DL,25.212,4.483,998,11.762,4.1,0,D
00-0036859,Jimmy Morrissey,OL,25.663,3.94,302,13.842,4.1,0,D
00-0040581,Dont'e Thornton Jr.,WR,18.746,2.748,375,10.502,4.1,1,D
00-0027835,Kurt Coleman,DB,25.475,4.443,2081,12.146,4.0,0,D
00-0029215,George Iloka,DB,25.496,4.452,2088,12.139,4.0,0,D
00-0028198,Matt Asiata,RB,25.039,5.158,386,9.566,4.0,0,D
00-0030290,Cobi Hamilton,WR,25.246,4.923,498,10.476,4.0,0,D
00-0033976,Treyvon Hester,DL,25.352,4.539,698,11.735,4.0,0,D
00-0035281,Joe Jackson,DL,25.292,4.522,284,11.727,4.0,0,D
00-0033056,Cory James,LB,25.36,4.775,813,11.034,3.9,0,D
00-0032787,Cole Toner,OL,25.924,4.039,352,13.806,3.9,0,D
00-0032418,Joe Dahl,OL,25.441,3.883,1229,13.792,3.9,0,D
00-0033544,Quincy Wilson,DB,24.838,4.24,1051,12.118,3.9,0,D
00-0036068,Jamir Jones,LB,24.693,4.712,191,10.558,3.9,0,D
00-0030485,Eddie Lacy,RB,25.113,5.195,288,9.529,3.8,0,D
00-0030420,David Amerson,DB,25.328,4.414,1516,12.085,3.8,0,D
00-0029289,Korey Toomer,LB,25.436,4.802,712,11.03,3.8,0,D
00-0029414,Orson Charles,TE,24.949,5.158,217,9.475,3.8,0,D
00-0033039,Christian Westerman,OL,25.305,5.102,171,9.999,3.8,0,D
00-0034770,Chad Thomas,DL,24.982,4.431,452,11.69,3.8,0,D
00-0033124,Will Redmond,DB,24.593,4.166,640,12.095,3.8,0,D
00-0034602,Bunmi Rotimi,DL,25.123,4.537,196,11.513,3.8,0,D
00-0027864,Ryan Mathews,RB,25.278,5.262,280,9.492,3.7,0,D
00-0032218,Dorial Green-Beckham,WR,25.179,4.928,613,10.396,3.7,0,D
00-0027008,Ziggy Hood,DL,25.24,4.52,1338,11.679,3.7,0,D
00-0029112,Jacquies Smith,DL,24.698,5.756,137,7.429,3.7,0,D
00-0023662,Matt Cassel,QB,24.883,5.793,186,7.505,3.7,0,D
00-0033574,Avery Moss,DL,25.297,4.54,550,11.676,3.7,0,D
00-0028177,Mike Person,OL,25.543,3.924,2294,13.771,3.7,0,D
00-0033434,Bobo Wilson,WR,25.371,4.988,175,10.407,3.7,0,D
00-0033374,Ricky Ortiz,RB,25.084,5.424,141,8.813,3.7,0,D
00-0034390,Tyrell Crosby,OL,25.161,3.8,1114,13.762,3.7,0,D
00-0035998,Michael Jacquet,DB,23.825,4.856,155,9.256,3.7,0,D
00-0038724,Ali Gaye,DL,23.977,4.118,199,11.624,3.7,1,D
00-0030066,Brian Winters,OL,25.158,3.803,3547,13.748,3.6,0,D
00-0032198,Ibraheim Campbell,DB,25.269,4.404,875,12.056,3.6,0,D
00-0032400,Malcolm Mitchell,WR,25.196,4.934,600,10.394,3.6,0,D
00-0032319,Ross Travis,TE,25.239,5.268,207,9.436,3.6,0,D
00-0027778,Sam Young,OL,25.384,3.88,1051,13.746,3.6,0,D
00-0034540,Tony Brown,DB,24.421,4.123,472,12.052,3.6,0,D
00-0037363,Marquan McCall,DL,23.958,4.543,175,10.328,3.6,0,D
00-0029259,Kelechi Osemele,OL,25.379,3.889,3099,13.711,3.4,0,D
00-0026983,Darrius Heyward-Bey,WR,25.177,4.947,412,10.337,3.4,0,D
00-0026286,Jerome Felton,RB,25.111,5.23,307,9.42,3.4,0,D
00-0030514,Mychal Rivera,TE,25.045,5.225,307,9.369,3.4,0,D
00-0033740,Jordan Roos,OL,24.791,3.797,241,13.4,3.4,0,D
00-0037299,Keaontay Ingram,RB,22.648,4.405,201,9.434,3.4,0,D
00-0030576,Datone Jones,DL,25.519,4.643,816,11.59,3.3,0,D
00-0032419,Joe Haeg,OL,24.831,3.715,2722,13.686,3.3,0,D
00-0035268,Ryquell Armstead,RB,25.039,5.21,168,9.409,3.3,0,D
00-0039812,Ty'Ron Hopper,LB,18.97,4.017,145,6.919,3.3,1,D
00-0030160,Josh Martin,LB,25.182,4.766,502,10.882,3.2,0,D
00-0028031,Chris Conte,DB,25.374,4.468,1520,11.97,3.2,0,D
00-0029683,Ronnie Hillman,RB,25.212,5.927,127,7.431,3.2,0,D
00-0031128,Ryan Groy,OL,25.559,3.964,1364,13.666,3.1,0,D
00-0031350,Corey Nelson,LB,24.884,4.671,655,10.87,3.1,0,D
00-0025434,David Harris,LB,25.213,4.785,1029,10.857,3.1,0,D
00-0027918,Andrew Hawkins,WR,25.156,4.962,616,10.269,3.1,0,D
00-0033076,Derrick Kindred,DB,25.13,4.395,1620,11.946,3.1,0,D
00-0030427,Kemal Ishmael,DB,25.51,4.522,730,11.945,3.1,0,D
00-0032799,Aaron Wallace,LB,25.294,6.397,138,6.103,3.1,0,D
00-0031945,Martrell Spaight,LB,25.351,4.831,536,10.857,3.1,0,D
00-0035252,Yodny Cajuste,OL,25.131,3.826,262,13.651,3.1,0,D
00-0031262,Bene' Benwikere,DB,25.395,4.488,756,11.931,3.0,0,D
00-0030065,Larry Warford,OL,25.448,3.937,3872,13.638,3.0,0,D
00-0030854,Erik Swoope,TE,24.975,5.228,289,9.291,3.0,0,D
00-0029594,Sean Spence,LB,25.299,4.818,680,10.844,3.0,0,D
00-0026156,Dominique Rodgers-Cromartie,DB,25.17,4.412,1455,11.935,3.0,0,D
00-0028838,Larry Donnell,TE,25.143,5.287,208,9.283,3.0,0,D
00-0031394,E.J. Gaines,DB,25.15,4.409,1431,11.924,3.0,0,D
00-0027023,Mike Mitchell,DB,25.291,4.464,2062,11.898,2.9,0,D
00-0026512,Chris Baker,DL,25.376,4.619,1169,11.518,2.9,0,D
00-0032807,Clayton Fejedelem,DB,25.097,4.396,715,11.91,2.9,0,D
00-0025473,Marshal Yanda,OL,25.491,3.959,3089,13.613,2.8,0,D
00-0025415,Joe Staley,OL,25.492,3.965,3261,13.598,2.8,0,D
00-0025489,Brian Robison,DL,25.357,4.619,1409,11.499,2.8,0,D
00-0022999,John Kuhn,RB,25.331,5.35,261,9.281,2.8,0,D
00-0031018,Jeremiah George,LB,25.457,5.49,171,8.988,2.8,0,D
00-0033462,Cordrea Tankersley,DB,25.521,4.547,636,11.881,2.8,0,D
00-0033569,Roderick Johnson,OL,25.692,4.03,593,13.603,2.8,0,D
00-0032728,Tevin Jones,WR,24.767,5.133,139,9.367,2.8,0,D
00-0023441,Adam Jones,DB,25.316,4.487,1424,11.856,2.7,0,D
00-0029601,Brandon Bostick,TE,25.166,5.315,284,9.221,2.7,0,D
00-0031556,Nate Orchard,DL,25.183,4.567,673,11.482,2.7,0,D
00-0032409,Willie Henry,DL,25.314,4.616,638,11.467,2.7,0,D
00-0033403,Cameron Malveaux,DL,25.692,4.74,349,11.473,2.7,0,D
00-0034755,Shaquem Griffin,LB,24.888,4.705,261,10.772,2.7,0,D
00-0035310,Chandler Cox,RB,24.787,5.176,168,9.26,2.7,0,D
00-0039544,Will Putnam,OL,17.611,3.685,136,6.557,2.7,1,D
00-0031238,Weston Richburg,OL,25.481,3.973,2967,13.563,2.6,0,D
00-0026994,Robert Ayers,DL,25.267,4.602,1097,11.461,2.6,0,D
00-0036904,Robert Rochell,DB,25.938,4.697,256,11.848,2.6,0,D
00-0037354,Verone McKinley III,DB,23.459,3.872,233,11.842,2.6,0,D
00-0030517,David Bass,LB,25.299,4.856,538,10.732,2.5,0,D
00-0026267,Jacob Tamme,TE,25.181,5.337,314,9.17,2.5,0,D
00-0027743,Sherrick McManis,DB,25.919,4.701,364,11.815,2.5,0,D
00-0034402,Duke Ejiofor,LB,25.123,5.556,165,8.454,2.5,0,D
00-0034404,Kylie Fitts,LB,25.306,4.856,236,10.738,2.5,0,D
00-0034186,Alex Light,OL,24.998,5.597,153,8.205,2.5,0,D
00-0028958,Cory Harkey,TE,25.186,6.059,101,7.008,2.4,0,D
00-0025405,Leon Hall,DB,25.226,4.475,973,11.802,2.4,0,D
00-0026289,Tim Hightower,RB,25.145,5.316,277,9.195,2.4,0,D
00-0024242,DeAngelo Williams,RB,25.119,5.31,320,9.188,2.4,0,D
00-0031060,De'Anthony Thomas,WR,25.135,5.006,331,10.118,2.4,0,D
00-0033420,Donald Payne,LB,25.12,4.807,329,10.699,2.4,0,D
00-0032921,Zach Sterup,OL,25.282,5.553,158,8.624,2.4,0,D
00-0036611,Raymond Johnson III,DL,24.291,5.267,153,8.491,2.4,0,D
00-0032952,Noah Spence,DL,24.824,4.476,941,11.396,2.3,0,D
00-0028836,Michael Wilhoite,LB,25.158,4.824,767,10.685,2.3,0,D
00-0029087,Leonard Johnson,DB,25.362,4.529,1177,11.775,2.3,0,D
00-0031788,Matt Lengel,TE,25.108,5.329,219,9.122,2.3,0,D
00-0033405,Torry McTyer,DB,25.078,4.43,424,11.788,2.3,0,D
00-0033742,Tyrone Swoopes,TE,24.663,5.855,102,7.099,2.3,0,D
00-0039824,Jared Wiley,TE,19.472,4.167,101,6.971,2.3,1,D
00-0031118,Corey Brown,WR,25.218,5.048,556,10.072,2.2,0,D
00-0030523,Kayvon Webster,DB,25.441,4.564,678,11.75,2.2,0,D
00-0029731,Fozzy Whittaker,RB,25.135,5.331,327,9.144,2.2,0,D
00-0027808,Willie Young,LB,25.224,4.851,768,10.67,2.2,0,D
00-0030538,Johnathan Cyprien,DB,25.153,4.465,1740,11.757,2.2,0,D
00-0031403,Jay Bromley,DL,25.378,4.67,680,11.369,2.2,0,D
00-0031939,Matt Jones,RB,25.331,5.395,211,9.147,2.2,0,D
00-0031561,Hroniss Grasu,OL,25.468,3.992,604,13.491,2.2,0,D
00-0034578,Reggie Bonnafon,RB,25.676,7.397,99,3.486,2.2,0,D
00-0038795,PJ Mustipher,DL,20.235,2.955,311,11.371,2.2,1,D
00-0026991,Brian Cushing,LB,24.966,4.776,856,10.639,2.1,0,D
00-0027560,Albert McClellan,LB,25.341,4.91,623,10.609,2.0,0,D
00-0029992,Josh Kline,OL,25.318,3.951,3687,13.465,2.0,0,D
00-0032724,Bryce Treggs,WR,25.276,5.081,278,10.032,2.0,0,D
00-0034088,Robert Jackson,DB,25.731,4.907,187,11.01,2.0,0,D
00-0030992,Crockett Gillmore,TE,25.16,5.381,228,9.017,1.9,0,D
00-0025920,Jerrell Freeman,LB,25.295,4.902,796,10.589,1.9,0,D
00-0027733,Kam Chancellor,DB,25.373,4.561,1354,11.689,1.9,0,D
00-0026019,Danny Woodhead,RB,25.11,5.339,204,9.093,1.9,0,D
00-0033731,Tre Sullivan,DB,25.491,4.6,294,11.692,1.9,0,D
00-0040646,Jalen Royals,WR,14.17,4.768,77,-0.135,1.9,1,D
00-0026373,Justin Forsett,RB,25.1,5.347,247,9.059,1.8,0,D
00-0032475,Tanner McEvoy,WR,24.992,5.005,347,9.978,1.8,0,D
00-0027674,Jared Veldheer,OL,25.182,3.92,2264,13.421,1.8,0,D
00-0031559,Jordan Richards,DB,25.398,4.577,738,11.667,1.8,0,D
00-0030546,Travis Frederick,OL,25.369,3.979,3111,13.432,1.8,0,D
00-0029394,Brenton Bersin,WR,24.967,4.993,249,9.987,1.8,0,D
00-0033043,Austin Traylor,TE,25.096,5.365,250,9.001,1.8,0,D
00-0033324,Tashawn Bower,DL,24.702,4.468,289,11.299,1.8,0,D
00-0035401,Damion Willis,WR,25.18,5.063,185,9.993,1.8,0,D
00-0036011,Bobby Price,DB,26.136,5.094,185,10.856,1.8,0,D
00-0023516,Richie Incognito,OL,25.31,3.968,2858,13.406,1.7,0,D
00-0025435,Justin Durant,LB,25.338,4.93,429,10.549,1.7,0,D
00-0031336,Kony Ealy,DL,25.262,4.666,1078,11.263,1.6,0,D
00-0027037,Sean Smith,DB,25.38,4.583,1555,11.631,1.6,0,D
00-0032166,Sammie Coates,WR,25.135,5.063,440,9.947,1.6,0,D
